[
(695,828),
(881,25),
(446,338),
(256,937),
(611,694),
(332,213),
(159,874),
(801,437),
(294,474),
(699,127),
(772,340),
(554,102),
(208,556),
(209,954),
(830,72),
(826,980),
(463,929),
(624,881),
(679,562),
(613,519),
(905,943),
(111,204),
(811,131),
(367,869),
(996,430),
(756,389),
(529,592),
(855,434),
(600,706),
(812,131),
(964,295),
(382,387),
(112,628),
(323,319),
(546,565),
(877,531),
(600,272),
(48,923),
(790,100),
(642,679),
(948,475),
(583,136),
(447,260),
(593,894),
(790,575),
(926,869),
(173,814),
(676,287),
(849,551),
(991,539),
(729,204),
(376,203),
(783,467),
(872,249),
(832,793),
(855,649),
(199,305),
(234,242),
(995,751),
(842,561),
(987,699),
(358,287),
(725,312),
(912,662),
(80,986),
(758,560),
(508,81),
(906,185),
(474,958),
(766,884),
(623,411),
(475,282),
(973,530),
(285,820),
(646,413),
(154,388),
(110,133),
(849,482),
(960,282),
(544,288),
(646,194),
(339,517),
(459,557),
(639,706),
(601,782),
(144,274),
(589,761),
(342,67),
(668,812),
(328,401),
(101,153),
(576,680),
(338,128),
(779,815),
(595,900),
(971,214),
(376,47),
(565,268),
(232,319),
(544,801),
(969,678),
(269,859),
(446,284),
(53,678),
(774,498),
(729,194),
(997,734),
(87,163),
(306,549),
(809,849),
(820,524),
(877,882),
(656,214),
(92,754),
(690,62),
(738,781),
(627,842),
(604,248),
(685,553),
(55,94),
(858,878),
(398,139),
(558,689),
(224,89),
(629,912),
(67,99),
(865,912),
(606,54),
(636,597),
(54,244),
(395,54),
(852,265),
(68,17),
(412,525),
(63,694),
(404,701),
(193,255),
(972,452),
(653,861),
(344,881),
(379,455),
(907,46),
(738,724),
(81,464),
(888,578),
(903,936),
(256,223),
(157,535),
(16,442),
(870,859),
(373,690),
(247,729),
(748,317),
(140,583),
(635,250),
(131,498),
(119,418),
(809,858),
(978,398),
(847,114),
(248,888),
(799,229),
(722,131),
(214,19),
(672,578),
(183,445),
(71,293),
(474,798),
(537,939),
(636,795),
(922,725),
(3,997),
(608,439),
(572,537),
(411,989),
(181,902),
(577,892),
(987,32),
(874,730),
(515,737),
(202,337),
(738,513),
(958,416),
(91,654),
(745,666),
(238,708),
(954,299),
(267,588),
(863,96),
(765,600),
(996,997),
(536,711),
(213,415),
(333,385),
(665,469),
(712,182),
(139,104),
(650,595),
(493,462),
(368,382),
(656,397),
(938,116),
(934,909),
(561,24),
(297,327),
(816,268),
(557,553),
(984,995),
(312,79),
(593,687),
(390,98),
(540,612),
(23,149),
(420,422),
(65,79),
(7,53),
(761,212),
(438,7),
(973,262),
(404,856),
(707,850),
(229,925),
(268,588),
(594,877),
(343,54),
(5,192),
(675,535),
(927,205),
(538,395),
(101,404),
(483,598),
(376,499),
(694,775),
(752,469),
(621,450),
(406,231),
(835,129),
(104,336),
(869,852),
(497,607),
(936,793),
(819,514),
(806,620),
(81,972),
(107,931),
(696,577),
(639,155),
(907,235),
(513,985),
(306,727),
(805,205),
(74,704),
(383,253),
(876,136),
(766,387),
(547,494),
(663,412),
(915,307),
(400,199),
(121,94),
(97,758),
(521,341),
(897,435),
(22,182),
(848,857),
(655,272),
(818,321),
(597,408),
(145,34),
(353,769),
(813,196),
(862,935),
(403,839),
(264,247),
(93,390),
(174,350),
(368,530),
(71,528),
(698,137),
(839,582),
(29,996),
(650,264),
(638,256),
(819,533),
(939,706),
(822,707),
(478,192),
(532,964),
(433,919),
(704,376),
(149,268),
(730,246),
(881,606),
(32,998),
(665,166),
(790,377),
(421,683),
(940,53),
(724,225),
(841,925),
(229,714),
(89,668),
(190,403),
(442,137),
(760,500),
(539,669),
(430,345),
(143,975),
(858,75),
(337,412),
(331,991),
(413,437),
(312,393),
(483,454),
(734,73),
(819,547),
(400,103),
(702,859),
(365,117),
(352,159),
(32,242),
(487,164),
(343,188),
(703,610),
(332,429),
(726,934),
(129,45),
(288,463),
(204,629),
(365,543),
(975,851),
(681,31),
(389,707),
(101,797),
(329,274),
(185,15),
(860,804),
(805,26),
(410,542),
(950,999),
(956,231),
(723,757),
(430,513),
(195,766),
(833,662),
(9,258),
(774,935),
(876,938),
(195,709),
(653,151),
(270,604),
(139,581),
(477,673),
(936,250),
(276,477),
(748,579),
(98,920),
(953,105),
(683,552),
(185,896),
(182,977),
(322,63),
(771,537),
(35,535),
(168,629),
(725,13),
(934,823),
(831,949),
(712,884),
(653,39),
(887,742),
(285,799),
(515,285),
(694,681),
(723,96),
(692,289),
(315,259),
(229,14),
(134,243),
(70,448),
(765,762),
(391,674),
(819,937),
(255,61),
(45,697),
(979,173),
(229,253),
(997,887),
(803,578),
(199,78),
(545,25),
(12,831),
(971,443),
(449,25),
(731,16),
(62,604),
(31,557),
(200,34),
(322,539),
(843,244),
(182,618),
(307,235),
(965,672),
(678,660),
(112,928),
(406,430),
(548,371),
(233,433),
(678,529),
(976,773),
(878,89),
(204,448),
(197,398),
(70,267),
(198,818),
(901,146),
(949,272),
(213,59),
(871,457),
(617,792),
(460,125),
(528,619),
(503,189),
(730,893),
(823,675),
(623,344),
(61,245),
(588,431),
(34,956),
(222,325),
(216,648),
(549,60),
(891,544),
(443,733),
(367,145),
(958,972),
(285,429),
(271,810),
(711,665),
(311,912),
(91,715),
(215,510),
(297,372),
(813,571),
(40,751),
(343,569),
(440,803),
(321,719),
(382,797),
(186,946),
(349,3),
(91,138),
(507,94),
(832,142),
(268,105),
(3,687),
(361,983)]
